director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,movie_facebook_likes,NumberedGenre,NumberedRating,SimpleScore
Andrew Adamson,205.0,93.0,80.0,692.0,436471036.0,Romance,Rupert Everett,Shrek 2 ,314630,1148,483.0,English,USA,PG,150000000.0,2004.0,7.2,0,3,3,3
John Lasseter,256.0,117.0,487.0,1000.0,244052771.0,Sport,John Ratzenberger,Cars ,263853,4905,584.0,English,USA,G,120000000.0,2006.0,7.2,0,18,6,3
Garry Marshall,103.0,116.0,0.0,8000.0,152149590.0,Romance,Julia Roberts,Runaway Bride ,74274,12790,255.0,English,USA,PG,70000000.0,1999.0,5.5,0,3,3,3
Rob Cohen,191.0,132.0,357.0,14000.0,141204016.0,Thriller,Vin Diesel,xXx ,142569,14790,737.0,English,USA,PG-13,70000000.0,2002.0,5.8,10000,14,1,3
Paul Tibbitt,147.0,92.0,5.0,870.0,162495848.0,Comedy,Tim Conway,The SpongeBob Movie: Sponge Out of Water ,34359,5217,133.0,English,USA,PG,74000000.0,2015.0,6.0,16000,12,3,3
Ron Howard,79.0,139.0,2000.0,960.0,136448821.0,Crime,Lili Taylor,Ransom ,98989,3667,158.0,English,USA,R,80000000.0,1996.0,6.6,1000,16,4,3
Quentin Tarantino,486.0,153.0,16000.0,13000.0,120523073.0,War,Michael Fassbender,Inglourious Basterds ,885175,36741,1527.0,English,USA,R,75000000.0,2009.0,8.3,42000,15,4,4
Steven Spielberg,75.0,142.0,14000.0,49000.0,119654900.0,Family,Robin Williams,Hook ,182802,64259,363.0,English,USA,PG,70000000.0,1991.0,6.7,13000,4,3,3
Brett Ratner,245.0,101.0,420.0,12000.0,72660029.0,Action,Dwayne Johnson,Hercules ,115687,16235,269.0,English,USA,PG-13,100000000.0,2014.0,6.0,21000,10,1,3
Renny Harlin,142.0,124.0,212.0,13000.0,117541000.0,Action,Bruce Willis,Die Hard 2 ,269858,16595,316.0,English,USA,R,70000000.0,1990.0,7.1,0,10,4,3
Clark Johnson,144.0,117.0,69.0,10000.0,116643346.0,Action,Jeremy Renner,S.W.A.T. ,119807,14486,340.0,English,USA,PG-13,80000000.0,2003.0,6.0,0,10,1,3
Cameron Crowe,153.0,141.0,488.0,10000.0,100614858.0,Thriller,Tom Cruise,Vanilla Sky ,206776,11458,1248.0,English,USA,R,68000000.0,2001.0,6.9,0,14,4,3
M. Night Shyamalan,284.0,110.0,0.0,3000.0,42272747.0,Mystery,Bryce Dallas Howard,Lady in the Water ,78635,5609,1040.0,English,USA,PG-13,70000000.0,2006.0,5.6,0,0,1,3
Paul W.S. Anderson,247.0,109.0,545.0,886.0,80281096.0,Thriller,Sanaa Lathan,AVP: Alien vs. Predator ,143628,3222,1283.0,English,USA,PG-13,60000000.0,2004.0,5.6,0,14,1,3
Betty Thomas,107.0,88.0,84.0,1000.0,219613391.0,Animation,Amy Poehler,Alvin and the Chipmunks: The Squeakquel ,31649,5227,98.0,English,USA,PG,75000000.0,2009.0,4.5,2000,7,3,2
Randall Wallace,141.0,124.0,130.0,4000.0,78120196.0,War,Jon Hamm,We Were Soldiers ,103241,6181,742.0,English,USA,R,75000000.0,2002.0,7.1,5000,15,4,3
Antoine Fuqua,358.0,119.0,845.0,18000.0,98895417.0,Thriller,Gerard Butler,Olympus Has Fallen ,203154,31782,698.0,English,USA,R,70000000.0,2013.0,6.5,45000,14,4,3
Jonathan Frakes,160.0,103.0,906.0,1000.0,70117571.0,Sci-Fi,LeVar Burton,Star Trek: Insurrection ,56741,6207,515.0,English,USA,PG,58000000.0,1998.0,6.4,1000,6,3,3
Jonathan Liebesman,355.0,116.0,473.0,833.0,83552429.0,Sci-Fi,Noel Fisher,Battle Los Angeles ,154955,4001,800.0,English,USA,PG-13,70000000.0,2011.0,5.8,25000,6,1,3
Tim Burton,235.0,125.0,13000.0,12000.0,66257002.0,Adventure,Steve Buscemi,Big Fish ,350698,16138,816.0,English,USA,PG-13,70000000.0,2003.0,8.0,26000,20,1,4
Mike Nichols,59.0,125.0,0.0,443.0,65012000.0,Romance,David Hyde Pierce,Wolf ,43559,1439,137.0,English,USA,R,70000000.0,1994.0,6.2,0,3,4,3
Steven Spielberg,388.0,146.0,14000.0,25000.0,79883359.0,Drama,Jeremy Irvine,War Horse ,116159,46726,488.0,English,USA,PG-13,66000000.0,2011.0,7.2,28000,9,1,3
George Clooney,371.0,118.0,0.0,13000.0,78031620.0,War,Bill Murray,The Monuments Men ,102248,27674,403.0,English,USA,PG-13,70000000.0,2014.0,6.1,34000,15,1,3
James Cameron,82.0,171.0,0.0,2000.0,54222000.0,Adventure,Michael Biehn,The Abyss ,131217,4074,380.0,English,USA,PG-13,69500000.0,1989.0,7.6,0,20,1,4
Oliver Stone,297.0,136.0,0.0,903.0,52474616.0,Drama,Frank Langella,Wall Street: Money Never Sleeps ,84118,1579,245.0,English,USA,PG-13,70000000.0,2010.0,6.3,13000,9,1,3
Gary Shore,261.0,92.0,28.0,3000.0,55942830.0,War,Dominic Cooper,Dracula Untold ,138582,5178,423.0,English,USA,PG-13,70000000.0,2014.0,6.3,37000,15,1,3
Edward Zwick,120.0,116.0,380.0,18000.0,40932372.0,Thriller,Denzel Washington,The Siege ,58023,32563,281.0,English,USA,R,70000000.0,1998.0,6.3,0,14,4,3
Jean-Jacques Annaud,76.0,136.0,218.0,11000.0,37901509.0,History,Brad Pitt,Seven Years in Tibet ,96385,12226,119.0,English,USA,PG-13,70000000.0,1997.0,7.0,0,19,1,3
Ron Howard,185.0,111.0,2000.0,17000.0,48430355.0,Comedy,Channing Tatum,The Dilemma ,43709,18510,141.0,English,USA,PG-13,70000000.0,2011.0,5.3,0,12,1,3
Joel Schumacher,128.0,116.0,541.0,12000.0,30157016.0,Thriller,Anthony Hopkins,Bad Company ,39659,12993,189.0,English,USA,PG-13,70000000.0,2002.0,5.6,792,14,1,3
Betty Thomas,105.0,97.0,84.0,989.0,33105600.0,Action,Gary Cole,I Spy ,41663,1576,141.0,English,USA,PG-13,70000000.0,2002.0,5.4,531,10,1,3
Måns Mårlind,242.0,88.0,24.0,5000.0,62321039.0,Fantasy,Theo James,Underworld: Awakening ,117096,5861,271.0,English,USA,R,70000000.0,2012.0,6.4,24000,13,4,3
Adam Shankman,360.0,136.0,163.0,394.0,38509342.0,Romance,James Martin Kelly,Rock of Ages ,61995,712,356.0,English,USA,PG-13,75000000.0,2012.0,5.9,33000,3,1,3
Gregory Hoblit,112.0,125.0,40.0,13000.0,19076815.0,War,Bruce Willis,Hart's War ,43651,15916,196.0,English,USA,R,60000000.0,2002.0,6.3,997,15,4,3
John McTiernan,151.0,98.0,323.0,1000.0,18990542.0,Sport,LL Cool J,Rollerball ,22264,2763,289.0,English,USA,R,70000000.0,2002.0,3.0,584,18,4,2
Wych Kaosayananda,92.0,91.0,8.0,349.0,14294842.0,Crime,Talisa Soto,Ballistic: Ecks vs. Sever ,16761,1846,277.0,English,USA,R,70000000.0,2002.0,3.6,391,16,4,2
Mikael Salomon,79.0,97.0,13.0,11000.0,19819494.0,Crime,Morgan Freeman,Hard Rain ,26893,13628,126.0,English,USA,R,70000000.0,1998.0,5.8,815,16,4,3
Bobby Farrelly,81.0,95.0,101.0,2000.0,13596911.0,Animation,Ron Howard,Osmosis Jones ,25572,3734,123.0,English,USA,PG,70000000.0,2001.0,6.2,2000,7,3,3
Will Finn,51.0,88.0,6.0,2000.0,8460990.0,Musical,Lea Michele,Legends of Oz: Dorothy's Return ,5116,6946,54.0,English,USA,PG,70000000.0,2013.0,5.6,5000,17,3,3
Michael Mann,261.0,133.0,0.0,26000.0,7097125.0,Thriller,Chris Hemsworth,Blackhat ,38983,28129,207.0,English,USA,R,70000000.0,2015.0,5.4,11000,14,4,3
Kerry Conran,197.0,106.0,14.0,11000.0,37760080.0,Adventure,Angelina Jolie Pitt,Sky Captain and the World of Tomorrow ,72868,12871,618.0,English,USA,PG,70000000.0,2004.0,6.1,0,20,3,3
Mikael Håfström,286.0,115.0,101.0,13000.0,25121291.0,Action,Sylvester Stallone,Escape Plan ,177653,15708,279.0,English,USA,R,50000000.0,2013.0,6.7,34000,10,4,3
Renny Harlin,156.0,99.0,212.0,576.0,18821279.0,Adventure,Roxanne McKee,The Legend of Hercules ,44891,1520,202.0,English,USA,PG-13,70000000.0,2014.0,4.2,12000,20,1,2
Phil Alden Robinson,176.0,124.0,31.0,11000.0,118471320.0,Thriller,Morgan Freeman,The Sum of All Fears ,86504,12556,568.0,English,USA,PG-13,68000000.0,2002.0,6.4,0,14,1,3
David Slade,293.0,124.0,171.0,21000.0,300523113.0,Drama,Robert Pattinson,The Twilight Saga: Eclipse ,184637,52547,498.0,English,USA,PG-13,68000000.0,2010.0,4.9,29000,9,1,2
Frank Oz,141.0,124.0,0.0,22000.0,71069884.0,Drama,Robert De Niro,The Score ,101899,32871,445.0,English,USA,R,68000000.0,2001.0,6.8,0,9,4,3
Pierre Coffin,304.0,87.0,275.0,7000.0,251501645.0,Animation,Steve Carell,Despicable Me ,385943,11608,296.0,English,USA,PG,69000000.0,2010.0,7.7,31000,7,3,4
Joseph Ruben,40.0,105.0,29.0,584.0,35324232.0,Action,Vincent Pastore,Money Train ,32224,1132,62.0,English,USA,R,68000000.0,1995.0,5.6,617,10,4,3
Seth MacFarlane,280.0,125.0,3000.0,14000.0,81257500.0,Comedy,Liam Neeson,Ted 2 ,117739,30010,229.0,English,USA,R,68000000.0,2015.0,6.4,30000,12,4,3
Kinka Usher,125.0,121.0,18.0,1000.0,29655590.0,Comedy,Janeane Garofalo,Mystery Men ,53970,3986,435.0,English,USA,PG-13,65000000.0,1999.0,6.0,0,12,1,3
Bobby Farrelly,237.0,111.0,101.0,966.0,45045037.0,Comedy,Jenna Fischer,Hall Pass ,103230,3393,143.0,English,USA,R,36000000.0,2011.0,5.9,10000,12,4,3
Michael Mann,209.0,157.0,0.0,14000.0,28965197.0,Biography,Al Pacino,The Insider ,133526,18216,521.0,English,USA,R,68000000.0,1999.0,7.9,0,1,4,4
Craig Gillespie,178.0,117.0,44.0,788.0,27550735.0,Drama,Michael Raymond-James,The Finest Hours ,27481,3524,113.0,English,USA,PG-13,39752620.43638761,2016.0,6.8,12000,9,1,3
Ridley Scott,238.0,128.0,0.0,29000.0,39380442.0,Drama,Leonardo DiCaprio,Body of Lies ,174248,29824,263.0,English,USA,R,70000000.0,2008.0,7.1,0,9,4,3
Jay Roach,190.0,114.0,116.0,7000.0,72980108.0,Comedy,Steve Carell,Dinner for Schmucks ,80338,10419,264.0,English,USA,PG-13,39752620.43638761,2010.0,5.9,0,12,1,3
Timur Bekmambetov,393.0,105.0,335.0,3000.0,37516013.0,Action,Rufus Sewell,Abraham Lincoln: Vampire Hunter ,128629,8281,348.0,English,USA,R,69000000.0,2012.0,5.9,98000,10,4,3
Jon Amiel,138.0,113.0,36.0,537.0,87704396.0,Action,Will Patton,Entrapment ,88132,1302,274.0,English,USA,PG-13,66000000.0,1999.0,6.2,0,10,1,3
Rob Bowman,142.0,121.0,38.0,940.0,83892374.0,Sci-Fi,Martin Landau,The X Files ,85720,4230,297.0,English,USA,PG-13,66000000.0,1998.0,7.0,0,6,1,3
Steven Spielberg,219.0,169.0,14000.0,15000.0,216119491.0,Drama,Tom Hanks,Saving Private Ryan ,881236,44998,2277.0,English,USA,R,70000000.0,1998.0,8.6,22000,9,4,4
Scott Waugh,327.0,132.0,76.0,3000.0,43568507.0,Drama,Rami Malek,Need for Speed ,136954,7081,346.0,English,USA,PG-13,66000000.0,2014.0,6.5,32000,9,1,3
Nancy Meyers,149.0,127.0,278.0,2000.0,182805123.0,Comedy,Judy Greer,What Women Want ,158864,5838,395.0,English,USA,PG-13,70000000.0,2000.0,6.4,0,12,1,3
Chris Wedge,193.0,103.0,77.0,1000.0,176387405.0,Animation,Goran Visnjic,Ice Age ,328159,5437,467.0,English,USA,PG,59000000.0,2002.0,7.6,3000,7,3,4
Lawrence Kasdan,175.0,136.0,759.0,11000.0,33685268.0,Horror,Morgan Freeman,Dreamcatcher ,75573,12194,662.0,English,USA,R,68000000.0,2003.0,5.5,4000,11,4,3
Steven Spielberg,538.0,150.0,14000.0,23000.0,182204440.0,War,Joseph Gordon-Levitt,Lincoln ,197412,25517,720.0,English,USA,PG-13,65000000.0,2012.0,7.4,71000,15,1,3
Lana Wachowski,313.0,136.0,0.0,18000.0,171383253.0,Sci-Fi,Keanu Reeves,The Matrix ,1217752,18563,3646.0,English,USA,R,63000000.0,1999.0,8.7,25000,6,4,4
Ron Howard,159.0,140.0,2000.0,15000.0,172071312.0,Adventure,Tom Hanks,Apollo 13 ,208817,17171,296.0,English,USA,PG,62000000.0,1995.0,7.6,5000,20,3,4
Paul Verhoeven,196.0,113.0,719.0,605.0,119412921.0,Action,Ronny Cox,Total Recall ,240241,1441,391.0,English,USA,R,65000000.0,1990.0,7.5,0,10,4,4
Michael Lembeck,80.0,104.0,54.0,901.0,139225854.0,Family,Judge Reinhold,The Santa Clause 2 ,34561,5265,116.0,English,USA,G,60000000.0,2002.0,5.5,1000,4,6,3
Tom Hooper,488.0,158.0,0.0,20000.0,148775460.0,Romance,Hugh Jackman,Les Misérables ,243834,46204,845.0,English,USA,PG-13,61000000.0,2012.0,7.6,144000,3,1,4
Nora Ephron,153.0,119.0,0.0,15000.0,115731542.0,Romance,Tom Hanks,You've Got Mail ,151812,17768,556.0,English,USA,PG,65000000.0,1998.0,6.5,0,3,3,3
Adam McKay,173.0,106.0,285.0,8000.0,100468793.0,Comedy,Will Ferrell,Step Brothers ,212499,11264,277.0,English,USA,R,65000000.0,2008.0,6.9,0,12,4,3
Martin Campbell,156.0,136.0,258.0,12000.0,93771072.0,Adventure,Anthony Hopkins,The Mask of Zorro ,135404,12396,318.0,English,USA,PG-13,65000000.0,1998.0,6.7,0,20,1,3
Todd Phillips,307.0,95.0,480.0,21000.0,100448498.0,Comedy,Robert Downey Jr.,Due Date ,272789,23018,285.0,English,USA,R,65000000.0,2010.0,6.6,25000,12,4,3
Angelina Jolie Pitt,322.0,137.0,11000.0,769.0,115603980.0,Biography,Finn Wittrock,Unbroken ,103589,2938,351.0,English,USA,PG-13,65000000.0,2014.0,7.2,35000,1,1,3
Clint Eastwood,169.0,130.0,16000.0,16000.0,90454043.0,Thriller,Clint Eastwood,Space Cowboys ,60165,17771,326.0,English,USA,PG-13,65000000.0,2000.0,6.4,0,14,1,3
Renny Harlin,74.0,124.0,212.0,13000.0,84049211.0,Adventure,Sylvester Stallone,Cliffhanger ,96096,15229,172.0,English,USA,R,70000000.0,1993.0,6.4,0,20,4,3
John Woo,72.0,108.0,610.0,848.0,70450000.0,Thriller,Delroy Lindo,Broken Arrow ,77390,2913,189.0,English,USA,R,50000000.0,1996.0,6.0,0,14,4,3
Jon Turteltaub,86.0,104.0,226.0,13000.0,69688384.0,Comedy,Bruce Willis,The Kid ,34473,16452,139.0,English,USA,PG,60000000.0,2000.0,6.1,0,12,3,3
Oliver Stone,242.0,129.0,0.0,12000.0,70236496.0,Drama,Nicolas Cage,World Trade Center ,67395,14421,564.0,English,USA,PG-13,63000000.0,2006.0,6.0,0,9,1,3
Mike Newell,141.0,117.0,179.0,8000.0,63695760.0,Drama,Julia Roberts,Mona Lisa Smile ,61490,12850,264.0,English,USA,PG-13,65000000.0,2003.0,6.4,0,9,1,3
Larry Charles,313.0,99.0,119.0,600.0,59617068.0,Romance,Sayed Badreya,The Dictator ,213863,1375,310.0,English,USA,R,65000000.0,2012.0,6.4,59000,3,4,3
Will Gluck,176.0,118.0,87.0,2000.0,85911262.0,Drama,Quvenzhané Wallis,Annie ,24735,4796,213.0,English,USA,PG,65000000.0,2014.0,5.2,16000,9,3,3
Glenn Ficarra,279.0,105.0,43.0,10000.0,53846915.0,Romance,Will Smith,Focus ,149337,11943,221.0,English,USA,R,50100000.0,2015.0,6.6,23000,3,4,3
McG,241.0,103.0,368.0,27000.0,54758461.0,Romance,Tom Hardy,This Means War ,147641,29808,238.0,English,USA,PG-13,65000000.0,2012.0,6.3,18000,3,1,3
David S. Goyer,185.0,122.0,687.0,16000.0,52397389.0,Fantasy,Ryan Reynolds,Blade: Trinity ,132954,19764,514.0,English,USA,R,65000000.0,2004.0,5.9,0,13,4,3
John Milius,97.0,114.0,468.0,1000.0,48468407.52680933,Drama,Lea Thompson,Red Dawn ,41776,3860,383.0,English,USA,PG-13,16900000.0,1984.0,6.4,0,9,1,3
Paul W.S. Anderson,230.0,111.0,545.0,26000.0,36064910.0,Sci-Fi,Jason Statham,Death Race ,166610,28643,211.0,English,USA,R,45000000.0,2008.0,6.4,0,6,4,3
Renny Harlin,94.0,121.0,212.0,394.0,33328051.0,Action,Melina Kanakaredes,The Long Kiss Goodnight ,60508,1531,285.0,English,USA,R,65000000.0,1996.0,6.7,4000,10,4,3
Taylor Hackford,134.0,135.0,138.0,324.0,32598931.0,Thriller,Pamela Reed,Proof of Life ,49300,1013,265.0,English,USA,R,65000000.0,2000.0,6.2,892,14,4,3
Jon Favreau,136.0,101.0,4000.0,17000.0,28045540.0,Comedy,Kristen Stewart,Zathura: A Space Adventure ,67707,32232,202.0,English,USA,PG,65000000.0,2005.0,6.1,0,12,3,3
David Fincher,315.0,151.0,21000.0,11000.0,37023395.0,Drama,Brad Pitt,Fight Club ,1347461,13209,2968.0,English,USA,R,63000000.0,1999.0,8.8,48000,9,4,4
McG,96.0,131.0,368.0,11000.0,43532294.0,Drama,Matthew McConaughey,We Are Marshall ,46951,12088,175.0,English,USA,PG,65000000.0,2006.0,7.1,0,9,3,3
Michael Lehmann,60.0,100.0,36.0,13000.0,17218080.0,Adventure,Bruce Willis,Hudson Hawk ,43376,15944,249.0,English,USA,R,70000000.0,1991.0,5.7,0,20,4,3
Frank Miller,339.0,102.0,436.0,23000.0,13750556.0,Thriller,Joseph Gordon-Levitt,Sin City: A Dame to Kill For ,111102,49433,239.0,English,USA,R,65000000.0,2014.0,6.5,32000,14,4,3
Sydney Pollack,96.0,133.0,521.0,11000.0,31054924.0,Mystery,Harrison Ford,Random Hearts ,17025,16710,290.0,English,USA,R,64000000.0,1999.0,5.1,295,0,4,3
Jay Roach,194.0,94.0,116.0,645.0,213079163.0,Comedy,Verne Troyer,Austin Powers in Goldmember ,162909,2725,795.0,English,USA,PG-13,63000000.0,2002.0,6.2,0,12,1,3
Steven Spielberg,308.0,127.0,14000.0,967.0,356784000.0,Adventure,Wayne Knight,Jurassic Park ,613473,2129,895.0,English,USA,PG-13,63000000.0,1993.0,8.1,19000,20,1,4
Lawrence Kasdan,40.0,212.0,759.0,2000.0,25052000.0,Crime,Dennis Quaid,Wyatt Earp ,35314,5708,145.0,English,USA,PG-13,63000000.0,1994.0,6.6,0,16,1,3
Phillip Noyce,42.0,141.0,176.0,11000.0,122012710.0,Drama,Harrison Ford,Clear and Present Danger ,69663,14178,133.0,English,USA,PG-13,62000000.0,1994.0,6.9,0,9,1,3
Keenen Ivory Wayans,78.0,98.0,322.0,979.0,58255287.0,Comedy,Chazz Palminteri,Littleman ,39471,6334,187.0,English,USA,PG-13,64000000.0,2006.0,4.3,0,12,1,2
Rob Reiner,75.0,114.0,0.0,524.0,65000000.0,Romance,Shawna Waldron,The American President ,43027,2668,214.0,English,USA,PG-13,62000000.0,1995.0,6.8,0,3,1,3
Marco Schnabel,150.0,87.0,12.0,3000.0,32178777.0,Comedy,Justin Timberlake,The Love Guru ,43300,6658,250.0,English,USA,PG-13,62000000.0,2008.0,3.8,0,12,1,2
Demian Lichtenstein,113.0,125.0,11.0,11000.0,15738632.0,Comedy,Jon Lovitz,3000 Miles to Graceland ,38076,14536,399.0,English,USA,R,42000000.0,2001.0,5.9,0,12,4,3
Quentin Tarantino,596.0,187.0,16000.0,46000.0,54116191.0,Crime,Craig Stark,The Hateful Eight ,272839,49912,1018.0,English,USA,R,44000000.0,2015.0,7.9,114000,16,4,4
Josh Gordon,191.0,93.0,8.0,8000.0,118153533.0,Comedy,Will Ferrell,Blades of Glory ,129995,13232,246.0,English,USA,PG-13,61000000.0,2007.0,6.3,0,12,1,3
Tim Hill,156.0,95.0,25.0,989.0,108012170.0,Fantasy,Gary Cole,Hop ,24089,2558,82.0,English,USA,PG,63000000.0,2011.0,5.5,0,13,3,3
Zack Snyder,460.0,117.0,0.0,18000.0,210592590.0,War,Gerard Butler,300 ,607235,32360,2073.0,English,USA,R,65000000.0,2006.0,7.7,13000,15,4,4
Jay Roach,141.0,106.0,116.0,22000.0,279167575.0,Comedy,Robert De Niro,Meet the Fockers ,211296,24938,428.0,English,USA,PG-13,80000000.0,2004.0,6.3,0,12,1,3
David Frankel,180.0,115.0,64.0,2000.0,143151473.0,Family,Eric Dane,Marley & Me ,116681,4811,320.0,English,USA,PG,60000000.0,2008.0,7.1,11000,4,3,3
Frank Darabont,186.0,189.0,0.0,15000.0,136801374.0,Crime,Tom Hanks,The Green Mile ,782610,17716,1377.0,English,USA,R,60000000.0,1999.0,8.5,30000,16,4,4
Walt Becker,177.0,100.0,12.0,419.0,168213584.0,Action,Jill Hennessy,Wild Hogs ,99989,1412,255.0,English,USA,PG-13,39752620.43638761,2007.0,5.9,0,10,1,3
Mark Dindal,161.0,81.0,10.0,925.0,135381507.0,Animation,Catherine O'Hara,Chicken Little ,63912,2252,251.0,English,USA,G,150000000.0,2005.0,5.8,912,7,6,3
David Fincher,568.0,149.0,21000.0,835.0,167735396.0,Thriller,Patrick Fugit,Gone Girl ,569841,4348,1127.0,English,USA,R,61000000.0,2014.0,8.1,146000,14,4,4
Doug Liman,249.0,119.0,218.0,13000.0,121468960.0,Mystery,Matt Damon,The Bourne Identity ,407601,13249,849.0,English,USA,PG-13,60000000.0,2002.0,7.9,0,0,1,4
Simon West,113.0,116.0,165.0,577.0,102678089.0,Drama,Daniel von Bargen,The General's Daughter ,42705,2321,274.0,English,USA,R,95000000.0,1999.0,6.3,885,9,4,3
Peter Weir,213.0,103.0,608.0,2000.0,125603360.0,Sci-Fi,Natascha McElhone,The Truman Show ,667983,3698,877.0,English,USA,PG,60000000.0,1998.0,8.1,18000,6,3,4
Brenda Chapman,120.0,99.0,59.0,770.0,101217900.0,Musical,Martin Short,The Prince of Egypt ,91093,1195,353.0,English,USA,PG,70000000.0,1998.0,7.0,0,17,3,3
Steve Carr,81.0,92.0,41.0,1000.0,104148781.0,Family,Anjelica Huston,Daddy Day Care ,49486,4050,116.0,English,USA,PG,60000000.0,2003.0,5.5,886,4,3,3
Baltasar Kormákur,265.0,109.0,175.0,18000.0,75573300.0,Drama,Denzel Washington,2 Guns ,156898,20148,172.0,English,USA,R,61000000.0,2013.0,6.7,22000,9,4,3
Lawrence Guterman,105.0,87.0,6.0,3000.0,93375151.0,Comedy,Carol Ann Susi,Cats & Dogs ,46031,4171,235.0,English,USA,PG,60000000.0,2001.0,5.2,0,12,3,3
F. Gary Gray,155.0,111.0,473.0,26000.0,106126012.0,Thriller,Jason Statham,The Italian Job ,285623,35084,497.0,English,USA,PG-13,60000000.0,2003.0,7.0,0,14,1,3
Marc Lawrence,118.0,101.0,30.0,1000.0,93307796.0,Comedy,Dorian Missick,Two Weeks Notice ,85673,2636,269.0,English,USA,PG-13,60000000.0,2002.0,6.1,0,12,1,3
Eric Darnell,131.0,83.0,35.0,13000.0,90646554.0,Adventure,Sylvester Stallone,Antz ,124641,25788,289.0,English,USA,PG,105000000.0,1998.0,6.6,0,20,3,3
Peter Billingsley,166.0,113.0,0.0,4000.0,109176215.0,Comedy,Jon Favreau,Couples Retreat ,83506,8172,144.0,English,USA,PG-13,60000000.0,2009.0,5.5,0,12,1,3
Tony Scott,60.0,107.0,12000.0,10000.0,82670733.0,Sport,Tom Cruise,Days of Thunder ,60476,14006,97.0,English,USA,PG-13,60000000.0,1990.0,5.9,0,18,1,3
Adam Shankman,77.0,94.0,163.0,12000.0,82569532.0,Adventure,Taylor Lautner,Cheaper by the Dozen 2 ,42737,20348,128.0,English,USA,PG,60000000.0,2005.0,5.4,781,20,3,3
Wes Ball,249.0,132.0,47.0,988.0,81687587.0,Sci-Fi,Ki Hong Lee,The Scorch Trials ,138246,2517,360.0,English,USA,PG-13,61000000.0,2015.0,6.4,24000,6,1,3
Ryan Murphy,213.0,140.0,708.0,11000.0,80574010.0,Drama,James Franco,Eat Pray Love ,63493,20440,302.0,English,USA,PG-13,60000000.0,2010.0,5.7,26000,9,1,3
Brett Ratner,121.0,125.0,420.0,12000.0,75764085.0,Comedy,Nicolas Cage,The Family Man ,85844,16646,322.0,English,USA,PG-13,60000000.0,2000.0,6.7,0,12,1,3
Robert Schwentke,315.0,111.0,124.0,13000.0,90356857.0,Crime,Bruce Willis,RED ,238916,24928,328.0,English,USA,PG-13,58000000.0,2010.0,7.1,32000,16,1,3
Oliver Stone,171.0,156.0,0.0,14000.0,75530832.0,Drama,Al Pacino,Any Given Sunday ,97047,20761,452.0,English,USA,R,55000000.0,1999.0,6.8,0,9,4,3
Robert Redford,96.0,170.0,0.0,19000.0,75370763.0,Romance,Scarlett Johansson,The Horse Whisperer ,32353,20683,263.0,English,USA,PG-13,60000000.0,1998.0,6.5,0,3,1,3
Michael Mann,299.0,120.0,0.0,10000.0,100003492.0,Drama,Tom Cruise,Collateral ,293662,13581,836.0,English,USA,R,65000000.0,2004.0,7.6,0,9,4,4
Chuck Russell,167.0,100.0,55.0,12000.0,90341670.0,Thriller,Dwayne Johnson,The Scorpion King ,102129,14611,432.0,English,USA,PG-13,60000000.0,2002.0,5.5,0,14,1,3
Jay Russell,125.0,115.0,13.0,2000.0,74540762.0,Drama,Billy Burke,Ladder 49 ,48753,4496,323.0,English,USA,PG-13,55000000.0,2004.0,6.5,0,9,1,3
Christopher McQuarrie,387.0,130.0,188.0,10000.0,80033643.0,Action,Tom Cruise,Jack Reacher ,226570,16385,448.0,English,USA,PG-13,60000000.0,2012.0,7.0,38000,10,1,3
Renny Harlin,199.0,105.0,212.0,1000.0,73648142.0,Action,LL Cool J,Deep Blue Sea ,99043,3697,643.0,English,USA,R,60000000.0,1999.0,5.8,0,10,4,3
Kenny Ortega,136.0,111.0,197.0,433.0,71844424.0,Music,Misha Gabriel Hamilton,This Is It ,33158,679,223.0,English,USA,PG,60000000.0,2009.0,7.3,0,5,3,3
Steven Soderbergh,436.0,106.0,0.0,13000.0,75638743.0,Thriller,Matt Damon,Contagion ,180479,13634,411.0,English,USA,PG-13,60000000.0,2011.0,6.6,42000,14,1,3
David McNally,73.0,89.0,18.0,658.0,66734992.0,Action,Estella Warren,Kangaroo Jack ,23476,1233,181.0,English,USA,PG,60000000.0,2003.0,4.4,858,10,3,2
Henry Selick,310.0,100.0,253.0,309.0,75280058.0,Animation,Jennifer Saunders,Coraline ,143121,647,279.0,English,USA,PG,60000000.0,2009.0,7.7,10000,7,3,4
M. Night Shyamalan,323.0,91.0,0.0,11000.0,64505912.0,Thriller,Zooey Deschanel,The Happening ,163130,13654,1264.0,English,USA,R,48000000.0,2008.0,5.0,6000,14,4,3
Tony Scott,171.0,146.0,12000.0,18000.0,77862546.0,Thriller,Denzel Washington,Man on Fire ,266310,20454,690.0,English,USA,R,70000000.0,2004.0,7.7,14000,14,4,4
Brian Robbins,76.0,98.0,48.0,21000.0,61112916.0,Fantasy,Robert Downey Jr.,The Shaggy Dog ,14888,24664,83.0,English,USA,PG,50000000.0,2006.0,4.4,747,13,3,2
Todd Phillips,173.0,101.0,480.0,881.0,88200225.0,Comedy,Snoop Dogg,Starsky & Hutch ,120795,3943,308.0,English,USA,PG-13,60000000.0,2004.0,6.1,0,12,1,3
